Jornal,Coluna,Palavra,Data,Data formatada,Metaforico,Título,,Link,,stringado
Folha de S. Paulo,Cotidiano,Esquizofrenia,24 de março de 2002,24/03/2002,Não,"Brincando de aprender, a ciência motiva as crianças","""",https://www1.folha.uol.com.br/fsp/cotidian/ff2403200227.htm,""",","""https://www1.folha.uol.com.br/fsp/cotidian/ff2403200227.htm"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,25/03/2002,25/03/2002,Não,"Oscar consagra Ron Howard como diretor por ""Uma Mente Brilhante""","""",https://www1.folha.uol.com.br/folha/ilustrada/ult90u22457.shtml,""",","""https://www1.folha.uol.com.br/folha/ilustrada/ult90u22457.shtml"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,29/03/2002,29/03/2002,Não,"Perturbado com escolha no BBB, André explica por que mudou de nome","""",https://www1.folha.uol.com.br/folha/ilustrada/ult90u22598.shtml,""",","""https://www1.folha.uol.com.br/folha/ilustrada/ult90u22598.shtml"","
Folha de S. Paulo,Equilibrio,Esquizofrenia,04 de abril de 2002,04/04/2002,Não,S.O.eSq,"""",http://www1.folha.uol.com.br/fsp/equilibrio/eq0404200215.htm,""",","""http://www1.folha.uol.com.br/fsp/equilibrio/eq0404200215.htm"","
Folha de S. Paulo,Equilibrio,Esquizofrenia,04 de abril de 2002,04/04/2002,Não,Grupos são remédio para muitas doenças,"""",http://www1.folha.uol.com.br/fsp/equilibrio/eq0404200212.htm,""",","""http://www1.folha.uol.com.br/fsp/equilibrio/eq0404200212.htm"","
Folha de S. Paulo,Equilíbrio e Saúde,Esquizofrenia,04/04/2002,04/04/2002,Não,Grupo de esquizofrenicos quer acabar com estigma da doença,"""",http://www1.folha.uol.com.br/folha/equilibrio/noticias/ult263u978.shtml,""",","""http://www1.folha.uol.com.br/folha/equilibrio/noticias/ult263u978.shtml"","
Folha de S. Paulo,Ciência,Esquizofrenia,16 de abril de 2002,16/04/2002,Não,Genoma vira arma contra males do cérebro,"""",http://www1.folha.uol.com.br/fsp/ciencia/fe1604200201.htm,""",","""http://www1.folha.uol.com.br/fsp/ciencia/fe1604200201.htm"","
Folha de S. Paulo,TVFolha,Esquizofrenia,12 de maio de 2002,12/05/2002,Não,"Ator fala da tristeza pelo fim da série ""Ally McBeal""","""",http://www1.folha.uol.com.br/fsp/tvfolha/tv1205200211.htm,""",","""http://www1.folha.uol.com.br/fsp/tvfolha/tv1205200211.htm"","
Folha de S. Paulo,Equilíbrio e Saúde,"Esquizofrenia, esquizofrênico",18/05/2002,18/05/2002,Não,"""Companhia"" é saída para tratar esquizofrenia em manicômios","""",http://www1.folha.uol.com.br/folha/equilibrio/noticias/ult263u1149.shtml,""",","""http://www1.folha.uol.com.br/folha/equilibrio/noticias/ult263u1149.shtml"","
Folha de S. Paulo,Opinião,Esquizofrenia,24 de maio de 2002,24/05/2002,Não,Mentes brilhantes e educação caótica,"""",http://www1.folha.uol.com.br/fsp/opiniao/fz2405200210.htm,""",","""http://www1.folha.uol.com.br/fsp/opiniao/fz2405200210.htm"","
Folha de S. Paulo,Ciência,Esquizofrenia,26 de maio de 2002,26/05/2002,Não,Esquizofrenia e PET,"""",http://www1.folha.uol.com.br/fsp/ciencia/fe2605200205.htm,""",","""http://www1.folha.uol.com.br/fsp/ciencia/fe2605200205.htm"","
Folha de S. Paulo,Cotidiano,Esquizofrenia,16 de junho de 2002,16/06/2002,Não,É necessário falar do sofrimento ao médico,"""",http://www1.folha.uol.com.br/fsp/cotidian/ff1606200222.htm,""",","""http://www1.folha.uol.com.br/fsp/cotidian/ff1606200222.htm"","
Folha de S. Paulo,Equilibrio,Esquizofrenia,20 de junho de 2002,20/06/2002,Não,Pirulito especial para criança doente,"""",http://www1.folha.uol.com.br/fsp/equilibrio/eq2006200210.htm,""",","""http://www1.folha.uol.com.br/fsp/equilibrio/eq2006200210.htm"","
Folha de S. Paulo,Equilibrio,Esquizofrenia,20 de junho de 2002,20/06/2002,Não,Medidas de prevenção para mal-estar mental,"""",http://www1.folha.uol.com.br/fsp/equilibrio/eq2006200212.htm,""",","""http://www1.folha.uol.com.br/fsp/equilibrio/eq2006200212.htm"","
Folha de S. Paulo,Equilibrio,Esquizofrenia,20/06/2002,20/06/2002,Não,Saúde mental exige tanto cuidado quanto a saúde do corpo,"""",http://www1.folha.uol.com.br/folha/equilibrio/noticias/ult263u1285.shtml,""",","""http://www1.folha.uol.com.br/folha/equilibrio/noticias/ult263u1285.shtml"","
Folha de S. Paulo,Equilibrio,Esquizofrenia,01/07/2002,01/07/2002,Não,Estresse chega até a pescadores artesanais,"""",http://www1.folha.uol.com.br/folha/equilibrio/noticias/ult263u1316.shtml,""",","""http://www1.folha.uol.com.br/folha/equilibrio/noticias/ult263u1316.shtml"","
Folha de S. Paulo,Dinheiro,Esquizofrenia,01/07/2002,01/07/2002,Não,Nasdaq tem pior fechamento em pontos em cinco anos,"""",http://www1.folha.uol.com.br/folha/dinheiro/ult91u50440.shtml,""",","""http://www1.folha.uol.com.br/folha/dinheiro/ult91u50440.shtml"","
Folha de S. Paulo,Reuters,Esquizofrenia,04/07/2002,04/07/2002,Não,Homem que esfaqueou ex-Beatle George Harrison em 99 é libertado,"""",http://www1.folha.uol.com.br/folha/reuters/ult112u18173.shtml,""",","""http://www1.folha.uol.com.br/folha/reuters/ult112u18173.shtml"","
Folha de S. Paulo,BBC,Esquizofrenia,05/07/2002,05/07/2002,Não,Homem que atacou George Harrison será libertado,"""",http://www1.folha.uol.com.br/folha/bbc/ult272u12369.shtml,""",","""http://www1.folha.uol.com.br/folha/bbc/ult272u12369.shtml"","
Folha de S. Paulo,Cotidiano,Esquizofrenia,23/07/2002,23/07/2002,Não,SUS amplia lista de remédios distribuídos,"""",http://www1.folha.uol.com.br/folha/cotidiano/ult95u55411.shtml,""",","""http://www1.folha.uol.com.br/folha/cotidiano/ult95u55411.shtml"","
Folha de S. Paulo,BBC,Esquizofrenia,10/08/2002,10/08/2002,Não,Genes e vírus podem provocar esquizofrenia,"""",http://www1.folha.uol.com.br/folha/bbc/ult272u13400.shtml,""",","""http://www1.folha.uol.com.br/folha/bbc/ult272u13400.shtml"","
Folha de S. Paulo,Cotidiano,Esquizofrenia,18 de agosto de 2002,18/08/2002,Não,Paciente de terapia experimental é atendido,"""",http://www1.folha.uol.com.br/fsp/cotidian/ff1808200205.htm,""",","""http://www1.folha.uol.com.br/fsp/cotidian/ff1808200205.htm"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,21/08/2002,21/08/2002,Não,"Oscar de melhor filme, ""Uma Mente Brilhante"" chega em vídeo e DVD","""",http://www1.folha.uol.com.br/folha/ilustrada/ult90u26707.shtml,""",","""http://www1.folha.uol.com.br/folha/ilustrada/ult90u26707.shtml"","
Folha de S. Paulo,Reuters,Esquizofrenia,23/08/2002,23/08/2002,Não,"""Nova forma de vida"" pode explicar causa da esquizofrenia","""",http://www1.folha.uol.com.br/folha/reuters/ult112u20339.shtml,""",","""http://www1.folha.uol.com.br/folha/reuters/ult112u20339.shtml"","
Folha de S. Paulo,Mundo,Esquizofrenia,27/08/2002,27/08/2002,Não,Americano desaparecido em 11 de setembro é encontrado em Nova York,"""",http://www1.folha.uol.com.br/folha/mundo/ult94u44721.shtml,""",","""http://www1.folha.uol.com.br/folha/mundo/ult94u44721.shtml"","
Folha de S. Paulo,Cotidiano,Esquizofrenia,15 de setembro de 2002,15/09/2002,Não,ESQUIZOFRENIA,"""",http://www1.folha.uol.com.br/fsp/cotidian/ff1509200214.htm,""",","""http://www1.folha.uol.com.br/fsp/cotidian/ff1509200214.htm"","
Folha de S. Paulo,Ciência,Esquizofrenia,18/09/2002,18/09/2002,Não,Franceses encontram ligação entre esquizofrenia e anomalia genética,"""",http://www1.folha.uol.com.br/folha/ciencia/ult306u7218.shtml,""",","""http://www1.folha.uol.com.br/folha/ciencia/ult306u7218.shtml"","
Folha de S. Paulo,Ciência,Esquizofrenia,23 de setembro de 2002,23/09/2002,Não,Mutação multiplica o risco de Alzheimer,"""",http://www1.folha.uol.com.br/fsp/ciencia/fe2309200201.htm,""",","""http://www1.folha.uol.com.br/fsp/ciencia/fe2309200201.htm"","
Folha de S. Paulo,Ciência,Esquizofrenia,02 de outubro de 2002,02/10/2002,Não,Conselho critica seleção de comportamento,"""",http://www1.folha.uol.com.br/fsp/ciencia/fe0210200201.htm,""",","""http://www1.folha.uol.com.br/fsp/ciencia/fe0210200201.htm"","
Folha de S. Paulo,Mundo,Esquizofrenia,07/10/2002,07/10/2002,Não,Polícia russa prende homem acusado de decapitar menina de 8 anos,"""",http://www1.folha.uol.com.br/folha/mundo/ult94u46112.shtml,""",","""http://www1.folha.uol.com.br/folha/mundo/ult94u46112.shtml"","
Folha de S. Paulo,Ciência,Esquizofrenia,29/10/2002,29/10/2002,Não,Cientistas dizem ter descoberto fator genético da esquizofrenia,"""",http://www1.folha.uol.com.br/folha/ciencia/ult306u7555.shtml,""",","""http://www1.folha.uol.com.br/folha/ciencia/ult306u7555.shtml"","
Folha de S. Paulo,Mundo,Esquizofrenia,06 de novembro de 2002,06/11/2002,Não,Texas deve executar doente mental,"""",http://www1.folha.uol.com.br/fsp/mundo/ft0611200218.htm,""",","""http://www1.folha.uol.com.br/fsp/mundo/ft0611200218.htm"","
Folha de S. Paulo,BBC,Esquizofrenia,06/11/2002,06/11/2002,Não,Uso de cannabis pode ter ligação com esquizofrenia,"""",http://www1.folha.uol.com.br/folha/bbc/ult272u15434.shtml,""",","""http://www1.folha.uol.com.br/folha/bbc/ult272u15434.shtml"","
Folha de S. Paulo,Mundo,Esquizofrenia,07 de novembro de 2002,07/11/2002,Não,Suprema Corte mantém execução de doente,"""",http://www1.folha.uol.com.br/fsp/mundo/ft0711200211.htm,""",","""http://www1.folha.uol.com.br/fsp/mundo/ft0711200211.htm"","
Folha de S. Paulo,Opinião,Esquizofrenia,11 de novembro de 2002,11/11/2002,Não,Assassinato dos pais,"""",http://www1.folha.uol.com.br/fsp/opiniao/fz1111200211.htm,""",","""http://www1.folha.uol.com.br/fsp/opiniao/fz1111200211.htm"","
Folha de S. Paulo,Folhateen,Esquizofrenia,11 de novembro de 2002,11/11/2002,Não,Uso medicinal de cânabis para casos de esquizofrenia,"""",http://www1.folha.uol.com.br/fsp/folhatee/fm1111200221.htm,""",","""http://www1.folha.uol.com.br/fsp/folhatee/fm1111200221.htm"","
Folha de S. Paulo,Dinheiro,Esquizofrenia,19 de novembro de 2002,19/11/2002,Não,PAINEL S.A.,"""",http://www1.folha.uol.com.br/fsp/dinheiro/fi1911200201.htm,""",","""http://www1.folha.uol.com.br/fsp/dinheiro/fi1911200201.htm"","
Folha de S. Paulo,BBC,Esquizofrenia,22/11/2002,22/11/2002,Não,Estudos ligam uso de maconha a depressão e esquizofrenia,"""",http://www1.folha.uol.com.br/folha/bbc/ult272u15907.shtml,""",","""http://www1.folha.uol.com.br/folha/bbc/ult272u15907.shtml"","
Folha de S. Paulo,Pensata,Esquizofrenia,28/11/2002,28/11/2002,Não,Do parricídio,"""",http://www1.folha.uol.com.br/folha/pensata/ult510u84.shtml,""",","""http://www1.folha.uol.com.br/folha/pensata/ult510u84.shtml"","
Folha de S. Paulo,Ciência,Esquizofrenia,28/11/2002,28/11/2002,Não,Cientistas criam ratos esquizofrênicos para estudar doença,"""",http://www1.folha.uol.com.br/folha/ciencia/ult306u7813.shtml,""",","""http://www1.folha.uol.com.br/folha/ciencia/ult306u7813.shtml"","
Folha de S. Paulo,Equilibrio,Esquizofrenia,05 de dezembro de 2002,05/12/2002,Não,Maconha e saúde mental,"""",http://www1.folha.uol.com.br/fsp/equilibrio/eq0512200205.htm,""",","""http://www1.folha.uol.com.br/fsp/equilibrio/eq0512200205.htm"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,05/12/2002,05/12/2002,Não,"""Ônibus 174"" usa sequestro para criticar o Estado, diz diretor","""",http://www1.folha.uol.com.br/folha/ilustrada/ult90u29193.shtml,""",","""http://www1.folha.uol.com.br/folha/ilustrada/ult90u29193.shtml"","
Folha de S. Paulo,Reuters,Esquizofrenia,10/12/2002,10/12/2002,Não,Exame cerebral pode indicar sinais iniciais de psicose,"""",http://www1.folha.uol.com.br/folha/reuters/ult112u25634.shtml,""",","""http://www1.folha.uol.com.br/folha/reuters/ult112u25634.shtml"","
Folha de S. Paulo,Ciência,Esquizofrenia,15 de dezembro de 2002,15/12/2002,Não,Direção perigosa,"""",http://www1.folha.uol.com.br/fsp/ciencia/fe1512200201.htm,""",","""http://www1.folha.uol.com.br/fsp/ciencia/fe1512200201.htm"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,03 de janeiro de 2003,03/01/2003,Não,"Cronenberg cria anti-""Mente Brilhante""","""",http://www1.folha.uol.com.br/fsp/ilustrad/fq0301200325.htm,""",","""http://www1.folha.uol.com.br/fsp/ilustrad/fq0301200325.htm"","
Folha de S. Paulo,Opinião,Esquizofrenia,05 de janeiro de 2003,05/01/2003,Não,Seriam idênticos os clones?,"""",http://www1.folha.uol.com.br/fsp/opiniao/fz0501200309.htm,""",","""http://www1.folha.uol.com.br/fsp/opiniao/fz0501200309.htm"","
Folha de S. Paulo,BBC,Esquizofrenia,9.jan.2003,09/01/2003,Não,Cronenberg mostra esquizofrenia 'física' em 'Spider,"""",http://www1.folha.uol.com.br/folha/bbc/ult272u17094.shtml,""",","""http://www1.folha.uol.com.br/folha/bbc/ult272u17094.shtml"","
Folha de S. Paulo,Dinheiro,Esquizofrenia,23.jan.2003,23/01/2003,Não,Empresas anunciam bons resultados e Bolsas de NY abrem em alta,"""",http://www1.folha.uol.com.br/folha/dinheiro/ult91u62411.shtml,""",","""http://www1.folha.uol.com.br/folha/dinheiro/ult91u62411.shtml"","
Folha de S. Paulo,+mais!,Esquizofrenia,26.jan.2003,26/01/2003,Não,"Para compreender a ""vida dura""","""",http://www1.folha.uol.com.br/fsp/mais/fs2601200303.htm,""",","""http://www1.folha.uol.com.br/fsp/mais/fs2601200303.htm"","
Folha de S. Paulo,Cotidiano,Esquizofrenia,2.fev.2003,02/02/2003,Não,Especialistas vêem aumento de viciados,"""",http://www1.folha.uol.com.br/fsp/cotidian/ff0202200303.htm,""",","""http://www1.folha.uol.com.br/fsp/cotidian/ff0202200303.htm"","
Folha de S. Paulo,Ciência,Esquizofrenia,15.fev.2003,15/02/2003,Não,"AAAS: Reunião lança idéia de um ""médico artificial""","""",https://www1.folha.uol.com.br/fsp/ciencia/fe1502200303.htm,""",","""https://www1.folha.uol.com.br/fsp/ciencia/fe1502200303.htm"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,22.fev.2003,22/02/2003,Não,"""Complô"" gera piada sobre Stanislaw Lem","""",https://www1.folha.uol.com.br/folha/ilustrada/ult90u30900.shtml,""",","""https://www1.folha.uol.com.br/folha/ilustrada/ult90u30900.shtml"","
Folha de S. Paulo,Ciência,Esquizofrenia,24.mar.2003,24/03/2003,Não,Comportamento: Jogo também parece fascinar os macacos,"""",http://www1.folha.uol.com.br/fsp/ciencia/fe2403200301.htm,""",","""http://www1.folha.uol.com.br/fsp/ciencia/fe2403200301.htm"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,16.abr.2003,16/04/2003,Não,Sob as ordens do bispo,"""",http://www1.folha.uol.com.br/fsp/ilustrad/fq1604200306.htm,""",","""http://www1.folha.uol.com.br/fsp/ilustrad/fq1604200306.htm"","
Folha de S. Paulo,Opinião,Esquizofrenia,20.abr.2003,20/04/2003,Não,Editoriais: A QUÍMICA DA VIDA,"""",http://www1.folha.uol.com.br/fsp/opiniao/fz2004200302.htm,""",","""http://www1.folha.uol.com.br/fsp/opiniao/fz2004200302.htm"","
Folha de S. Paulo,Cotidiano,Esquizofrenia,20.abr.2003,20/04/2003,Não,"Brasil Juvenil: Distúrbio mental afeta até 3,4 mi de jovens","""",http://www1.folha.uol.com.br/fsp/cotidian/ff2004200316.htm,""",","""http://www1.folha.uol.com.br/fsp/cotidian/ff2004200316.htm"","
Folha de S. Paulo,Cotidiano,Esquizofrenia,20 de abril de 2003,20/04/2003,Não,Abrigo de crianças busca prevenção,"""",https://www1.folha.uol.com.br/fsp/cotidian/ff2004200317.htm,""",","""https://www1.folha.uol.com.br/fsp/cotidian/ff2004200317.htm"","
Folha de S. Paulo,Cotidiano,Esquizofrenia,3.mai.2003,03/05/2003,Não,Panorâmica - Limeira: Rapaz é acusado de matar os pais e ferir irmãos em suposto surto psicótico,"""",http://www1.folha.uol.com.br/fsp/cotidian/ff0305200308.htm,""",","""http://www1.folha.uol.com.br/fsp/cotidian/ff0305200308.htm"","
Folha de S. Paulo,+mais!,Esquizofrenia,4.mai.2003,04/05/2003,Não,+ livros: A alquimia particular de Jung,"""",http://www1.folha.uol.com.br/fsp/mais/fs0405200313.htm,""",","""http://www1.folha.uol.com.br/fsp/mais/fs0405200313.htm"","
Folha de S. Paulo,Cotidiano,Esquizofrenia (2),06/05/03,06/05/2003,Não,Acusado de matar pais em Limeira passará por exame de sanidade,"""",http://www1.folha.uol.com.br/folha/cotidiano/ult95u74314.shtml,""",","""http://www1.folha.uol.com.br/folha/cotidiano/ult95u74314.shtml"","
Folha de S. Paulo,Cotidiano,Esquizofrenia (2),14/05/2003,14/05/2003,Não,Promotoria denuncia acusado de matar os pais em Limeira (SP),"""",https://www1.folha.uol.com.br/folha/cotidiano/ult95u74825.shtml,""",","""https://www1.folha.uol.com.br/folha/cotidiano/ult95u74825.shtml"","
Folha de S. Paulo,Mercado,Esquizofrenia,17/06/03,17/06/2003,Não,Eli Lilly investe US$ 10 mi para ampliar produção do concorrente do Viagra,"""",https://www1.folha.uol.com.br/folha/dinheiro/ult91u68902.shtml,""",","""https://www1.folha.uol.com.br/folha/dinheiro/ult91u68902.shtml"","
Folha de S. Paulo,Equilíbrio,Esquizofrenia,07 de agosto de 2003,07/08/2003,Não,Diabetes tipo 1 reduz capacidade física,"""",https://www1.folha.uol.com.br/fsp/equilibrio/eq0708200305.htm,""",","""https://www1.folha.uol.com.br/fsp/equilibrio/eq0708200305.htm"","
Folha de S. Paulo,Ciência,Esquizofrenia,11/08/03,11/08/2003,Não,"Pesquisadores dos EUA fazem ""atlas"" do cérebro","""",https://www1.folha.uol.com.br/folha/ciencia/ult306u9775.shtml,""",","""https://www1.folha.uol.com.br/folha/ciencia/ult306u9775.shtml"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,14 de agosto de 2003,14/08/2003,Não,Paris vê obras de Bispo do Rosário,"""",https://www1.folha.uol.com.br/fsp/ilustrad/fq1408200320.htm,""",","""https://www1.folha.uol.com.br/fsp/ilustrad/fq1408200320.htm"","
Folha de S. Paulo,Ciência,Esquizofrenia,01/09/03,01/09/2003,Não,Holanda aprova prescrição de maconha como remédio,"""",https://www1.folha.uol.com.br/folha/ciencia/ult306u10013.shtml,""",","""https://www1.folha.uol.com.br/folha/ciencia/ult306u10013.shtml"","
Folha de S. Paulo,Mundo,Esquizofrenia,02 de setembro de 2003,02/09/2003,Não,Holanda começa a entregar maconha para farmácias,"""",https://www1.folha.uol.com.br/fsp/mundo/ft0209200310.htm,""",","""https://www1.folha.uol.com.br/fsp/mundo/ft0209200310.htm"","
Folha de S. Paulo,BBC,Esquizofrenia (4),05/09/03,05/09/2003,Não,Depressão e esquizofrenia podem ter mesma causa genética,"""",https://www1.folha.uol.com.br/folha/bbc/ult272u23879.shtml,""",","""https://www1.folha.uol.com.br/folha/bbc/ult272u23879.shtml"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,09 de setembro de 2003,09/09/2003,Não,Triunfo da distração,"""",https://www1.folha.uol.com.br/fsp/ilustrad/fq0909200302.htm,""",","""https://www1.folha.uol.com.br/fsp/ilustrad/fq0909200302.htm"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,16/09/03,16/09/2003,Não,Zezé Polessa volta a SP com espetáculo de Miguel Falabella,"""",https://www1.folha.uol.com.br/folha/ilustrada/ult90u36886.shtml,""",","""https://www1.folha.uol.com.br/folha/ilustrada/ult90u36886.shtml"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,23/09/2003,23/09/2003,Não,Peça enxerga síndromes psíquicas com humor,"""",https://www1.folha.uol.com.br/folha/ilustrada/ult90u37146.shtml,""",","""https://www1.folha.uol.com.br/folha/ilustrada/ult90u37146.shtml"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,23/09/2003,23/09/2003,Não,"Atores de ""Síndromes"" se identificam com personagens","""",https://www1.folha.uol.com.br/folha/ilustrada/ult90u37147.shtml,""",","""https://www1.folha.uol.com.br/folha/ilustrada/ult90u37147.shtml"","
Folha de S. Paulo,Ilustrada,"Esquizofrenia, esquizofrênica",25 de setembro de 2003,25/09/2003,Não,Falabella costura trama de loucuras modernas,"""",https://www1.folha.uol.com.br/fsp/ilustrad/fq2509200312.htm,""",","""https://www1.folha.uol.com.br/fsp/ilustrad/fq2509200312.htm"","
Folha de S. Paulo,Cotidiano,Esquizofrenia,30 de setembro de 2003,30/09/2003,Não,Ministro manda auditar psicocirurgias,"""",https://www1.folha.uol.com.br/fsp/cotidian/ff3009200301.htm,""",","""https://www1.folha.uol.com.br/fsp/cotidian/ff3009200301.htm"","
Folha de S. Paulo,Ciência,Esquizofrenia (2),01/10/03,01/10/2003,Não,Cientistas encontram possível ligação entre criatividade e loucura,"""",https://www1.folha.uol.com.br/folha/ciencia/ult306u504292.shtml,""",","""https://www1.folha.uol.com.br/folha/ciencia/ult306u504292.shtml"","
